order,seasonal_order,aic,bic,rmse,mae,ljungbox_pvalue,shapiro_pvalue
"(1, 0, 0)","(1, 1, 1, 12)",33.341959468457276,43.55746703485944,0.6007436052234291,0.41863821675701063,0.48864114605790343,0.0006668526127290343
"(0, 0, 1)","(1, 1, 1, 12)",33.34285172451306,43.51603085359308,0.6014353439308859,0.41901566417161185,0.26172966387953495,0.0004381328487659685
"(0, 0, 0)","(1, 1, 1, 12)",33.40382832548396,41.06545900028558,0.6020371416138787,0.4202907928634445,0.08075419155618453,0.0004377871244352745
"(1, 0, 2)","(1, 1, 1, 12)",33.47980490722636,48.6754018661459,0.5933692440744321,0.419325101008279,0.7570481473306845,0.010158903978347194
"(2, 0, 2)","(1, 1, 1, 12)",34.05848561733376,51.78668206940655,0.5924038339119309,0.41743038840854113,0.3722222628001614,0.011536295313749835
"(2, 0, 1)","(1, 1, 1, 12)",34.45900199225042,49.71877068587045,0.5945639858645314,0.4184974566326682,0.6964748698388241,0.005713331321173411
"(1, 0, 1)","(1, 1, 1, 12)",34.62920165648612,47.34567556783614,0.5925281705274489,0.41771569730227714,0.7501024951428803,0.014845231378304664
"(2, 1, 2)","(0, 1, 1, 12)",34.69062759686952,49.82135905916376,0.6145954499994023,0.45276956316457345,0.5177944219152362,0.12479316529610218
"(0, 1, 1)","(1, 1, 1, 12)",36.302268596135946,46.43266656874897,0.6122244938716145,0.4561130754652416,0.555145755838111,0.0780853170582718
"(2, 1, 0)","(1, 0, 1, 12)",37.050580005726204,50.320381756513825,0.6244857801501618,0.45805184606381566,0.10193610617663958,0.12217261827697912
"(1, 1, 1)","(1, 1, 1, 12)",38.17038863643293,50.83338610219921,0.6111400727983735,0.4564527599770816,0.5803790369299437,0.12879473709218253
"(0, 1, 2)","(1, 1, 1, 12)",38.243553513586335,50.85249639883154,0.612008330077035,0.45688555129185837,0.5189136798992091,0.08361912642745624
"(2, 1, 1)","(1, 1, 1, 12)",40.10462036970321,55.30021732862275,0.6120068843008168,0.4561271248261063,0.5581306910514148,0.10659555733407722
"(1, 1, 2)","(1, 1, 1, 12)",40.326786407602825,55.45751786989707,0.6127779703955318,0.45670577428041215,0.5367191922101724,0.2541766169269437
"(1, 0, 2)","(1, 1, 0, 12)",40.462857885865844,53.23224234386855,0.5949419249353625,0.46123685136050036,0.7894592865980168,0.05046174892126092
"(2, 1, 0)","(0, 1, 1, 12)",40.49911225953771,50.67229138861772,0.59252532318159,0.43806130122251824,0.10829520128358519,0.3770439177899344
"(2, 1, 2)","(1, 1, 1, 12)",40.68499234086927,58.33751238021256,0.6131171113102892,0.45671224945819294,0.2671835800498899,0.08073936384421503
"(1, 0, 1)","(1, 1, 0, 12)",40.946347076117895,51.161854642520055,0.5930237746853844,0.45990421614928834,0.7202805834584853,0.026104115671268174
"(2, 0, 2)","(1, 1, 0, 12)",41.00916481477649,56.268933508396515,0.5907692285495699,0.4580158549856456,0.7731019569706438,0.08151736711633988
"(2, 0, 0)","(1, 1, 0, 12)",41.167222837381566,51.340401966461584,0.594422248953212,0.4602591442236719,0.5952806295012176,0.023205832619770324
"(2, 0, 1)","(1, 1, 0, 12)",42.1103891563037,54.82686306765372,0.5938276440556872,0.46041779715145686,0.7839226001227578,0.048578250763052895
"(1, 0, 0)","(1, 1, 0, 12)",42.26881582337071,49.93044649817233,0.5934082238894036,0.46028392817350383,0.32540665698706495,0.004290680461783381
"(0, 1, 2)","(0, 0, 0, 12)",43.84571525541926,52.10648582873835,0.6531390425699235,0.4754970494553667,0.013876559709351574,0.046160202680960445
"(2, 1, 0)","(1, 0, 0, 12)",43.932956254287625,54.54879765491772,0.5993975248948411,0.4522486704031143,0.006002154693375052,0.7896735985292709
"(2, 1, 0)","(1, 1, 1, 12)",44.68268087155211,57.34567833731839,0.5919689656674804,0.4326107808289408,0.257732484998626,0.41157282067833817
"(2, 1, 1)","(0, 0, 0, 12)",45.43757468672692,56.486270425917944,0.6534673214503824,0.47416733372011044,0.04798941774023258,0.01702170774046176
"(1, 1, 2)","(0, 0, 0, 12)",45.63054310886286,56.644903873288314,0.6518086101721035,0.47435823213427697,0.016432284630875704,0.047136461316099755
"(1, 1, 1)","(0, 0, 0, 12)",45.83020526482188,54.116727069215145,0.6540570548176717,0.4759940262234896,0.004559189513504795,0.06757231773609067
"(2, 1, 2)","(0, 0, 0, 12)",47.171826453414326,60.93977740894615,0.656789253077376,0.47370979526373924,0.11538257358468544,0.00636759080280167
"(2, 1, 0)","(1, 1, 0, 12)",47.54162053325177,57.6720185058648,0.6007519567906248,0.4673948240394523,0.38018597221418354,0.9007672914563399
"(2, 1, 1)","(1, 1, 0, 12)",47.611416440921516,60.2744139066878,0.6155310654927508,0.48620799791764163,0.6167743811151096,0.8594875358393317
"(0, 0, 1)","(1, 1, 0, 12)",48.30984668216906,56.00289125657257,0.5921207002950725,0.4625244538675748,0.11651677771463163,0.002864455281761447
"(0, 0, 0)","(1, 1, 0, 12)",48.7154904717708,53.84418685470647,0.5928051249563072,0.46351489155817616,0.012238718427665407,0.0025488860214585235
"(2, 1, 2)","(1, 1, 0, 12)",48.778521590813774,63.97411854973331,0.6149277396371114,0.4857608880450752,0.6107797158502817,0.7711660232699706
"(0, 0, 2)","(1, 1, 0, 12)",48.80225005204127,59.05964281791262,0.593181098256995,0.46274770166063334,0.20496380685062693,0.006138863887749453
"(0, 1, 1)","(1, 1, 0, 12)",49.79692500881908,57.4585556836207,0.6304708564294129,0.5018211581716067,0.42435649280040844,0.6406487895774734
"(2, 1, 0)","(0, 0, 1, 12)",50.173261107378536,60.82701748382681,0.5985473489633173,0.4451390579885028,9.066288723863852e-06,0.7943280328010586
"(1, 1, 1)","(1, 1, 0, 12)",51.07398779819653,61.24716692727654,0.6282762909108368,0.4995514631354238,0.4828488776829616,0.7738708346844796
"(0, 1, 2)","(1, 1, 0, 12)",51.66151074362826,61.87701831003042,0.627321634644522,0.49906692661443525,0.44060083225699226,0.7345303347146054
"(0, 1, 1)","(0, 0, 0, 12)",52.559568934851185,58.0839168044467,0.6467397472586304,0.4706022406515698,4.4584547384261804e-05,0.008571457964013238
"(1, 1, 2)","(1, 1, 0, 12)",53.16873112028817,65.8852050316382,0.6313713480720287,0.5023275026097697,0.5493531442460384,0.2935370790925159
"(1, 1, 0)","(1, 0, 1, 12)",53.46311188864757,64.11686826509583,0.6403900481091304,0.4831425520085724,0.07994824449347282,0.09341267052272884
"(1, 1, 0)","(0, 1, 1, 12)",55.60477724574242,63.23466159255243,0.6017581707465729,0.43476317066717396,0.032948534007590485,0.3452470996453291
"(1, 1, 0)","(1, 0, 0, 12)",56.114103380502335,64.10442066283854,0.6179525773379678,0.4590153091893128,0.002910939522576894,0.48074169935689615
"(1, 1, 0)","(0, 0, 1, 12)",59.498837902578245,67.48915518491444,0.6247628908898233,0.4749075570150885,4.809582385726115e-05,0.5396857902176082
"(1, 1, 0)","(1, 1, 1, 12)",59.97084480875316,70.14402393783317,0.5963651358315099,0.42949702923129,0.041957387809982656,0.15917404763942183
"(1, 1, 0)","(1, 1, 0, 12)",66.59195502299372,74.22183936980372,0.6015681525060846,0.4675484673619496,0.043071910152235715,0.4482322309762851
