order,seasonal_order,aic,bic,rmse,mae,ljungbox_pvalue,shapiro_pvalue
"(1, 1, 2)","(0, 1, 0, 12)",85.5926644811239,96.17022807768939,0.5733596902997078,0.46201490025485953,0.016234581209663358,0.45800069378889635
"(1, 1, 0)","(1, 1, 0, 12)",86.31115729356631,93.94104164037633,0.5474823046275721,0.45010105315434373,0.021320988040221974,0.48533558263860427
"(2, 1, 2)","(0, 1, 0, 12)",87.04455047821305,100.26650497391992,0.5656464218191093,0.4561164378533844,0.01653827354168251,0.39812365290881246
"(0, 1, 1)","(0, 1, 0, 12)",87.95986010828337,93.26778080859842,0.5787410142602984,0.4690811129379043,0.008202031501051331,0.4812973647019511
"(1, 1, 1)","(0, 1, 0, 12)",89.16813253706196,97.13001358753453,0.5445249273642921,0.42928435181318464,0.007276478426400764,0.03971938083585997
"(0, 1, 0)","(1, 0, 1, 12)",91.0164444272736,99.0067617096098,0.5764153938502211,0.45359067965821276,0.006666195702527589,0.0006498103055371128
"(2, 1, 1)","(0, 1, 0, 12)",92.03206430409509,102.64790570472518,0.5702491647880196,0.4603324523103631,0.011809314202487039,0.3096254798247313
"(0, 1, 0)","(1, 0, 0, 12)",92.2981365769792,97.64379424590301,0.5768747478372666,0.45764210458011645,0.0024031118946029866,0.001559694090940926
"(0, 1, 0)","(0, 0, 1, 12)",92.74800176616272,98.07487995438684,0.5878319724860687,0.46863298820090304,0.0025435854807775624,0.0019526318506165152
"(1, 1, 0)","(0, 0, 0, 12)",93.09954921010892,98.64091845904025,0.6002197533424065,0.4719912435951044,2.980203028296223e-06,0.6272415883199306
"(0, 1, 0)","(0, 1, 1, 12)",94.29047288533269,99.3770624498727,0.5563654403270296,0.4427593164583341,0.007750178445966284,0.025589005789311118
"(2, 1, 0)","(0, 1, 0, 12)",98.76156335248167,106.72344440295424,0.5293377581669998,0.41856265691192746,0.017022398555033826,0.24061185244402666
"(0, 1, 0)","(1, 1, 1, 12)",102.98273094108892,110.61261528789893,0.5433905450427337,0.4443376954564968,0.003014477892670133,0.03920517078835727
"(0, 1, 0)","(0, 0, 0, 12)",106.31511732637196,109.08580195083762,0.614037080686772,0.4903125,0.0003805194364754142,0.0072915173332480845
"(0, 1, 0)","(1, 1, 0, 12)",112.01549976320683,117.12325354640791,0.5328566046767758,0.4415123700310079,0.00024012593264353466,0.04167742971969161
"(1, 1, 0)","(0, 1, 0, 12)",116.3402435316837,121.66712171990783,0.5374219863089184,0.4195864948062964,0.0001220271524274784,0.7239457739313067
